Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,pct_Realistic,pct_Investigative,pct_Artistic,pct_Social,pct_Enterprising,pct_Conventional,Predicted_Career
2,3,3,4,4,2,3,4,4,4,2,4,2,4,2,4,4,4,4,2,3,2,3,3,2,10,24,14,12,12,6,0.1282051282051282,0.3076923076923077,0.1794871794871795,0.15384615384615385,0.15384615384615385,0.07692307692307693,Data / AI Engineering
1,2,3,2,4,5,4,5,3,4,2,1,1,4,5,2,3,2,4,4,1,3,3,3,3,9,24,13,9,9,10,0.12162162162162163,0.32432432432432434,0.17567567567567569,0.12162162162162163,0.12162162162162163,0.13513513513513514,Data / AI Engineering
3,3,3,4,3,4,3,3,4,3,4,5,4,4,2,1,3,3,3,3,4,1,2,3,5,11,19,12,16,11,11,0.1375,0.2375,0.15,0.2,0.1375,0.1375,Data / AI Engineering
3,3,4,2,5,3,4,3,3,2,4,5,3,3,3,4,2,1,4,5,1,2,5,4,4,8,26,12,11,14,11,0.0975609756097561,0.3170731707317073,0.14634146341463414,0.13414634146341464,0.17073170731707318,0.13414634146341464,Data / AI Engineering
3,5,3,4,3,2,4,3,4,2,3,3,3,2,3,2,4,4,3,4,5,3,2,5,2,11,25,14,13,9,9,0.13580246913580246,0.30864197530864196,0.1728395061728395,0.16049382716049382,0.1111111111111111,0.1111111111111111,Data / AI Engineering
3,3,5,3,3,2,3,2,3,4,2,4,3,2,3,3,3,3,2,5,4,1,2,4,4,9,20,16,12,9,10,0.11842105263157894,0.2631578947368421,0.21052631578947367,0.15789473684210525,0.11842105263157894,0.13157894736842105,Data / AI Engineering
3,3,3,2,3,2,4,3,2,5,3,2,5,3,3,3,3,3,4,2,3,5,2,2,3,10,24,13,11,9,9,0.13157894736842105,0.3157894736842105,0.17105263157894737,0.14473684210526316,0.11842105263157894,0.11842105263157894,Data / AI Engineering
3,2,3,3,3,3,3,5,4,2,3,4,4,2,4,4,2,1,2,1,3,4,4,3,2,8,30,10,9,9,8,0.10810810810810811,0.40540540540540543,0.13513513513513514,0.12162162162162163,0.12162162162162163,0.10810810810810811,Data / AI Engineering
3,2,4,2,3,2,4,3,2,4,3,4,2,3,3,3,4,1,3,1,5,3,4,2,3,12,23,14,9,10,5,0.1643835616438356,0.3150684931506849,0.1917808219178082,0.1232876712328767,0.136986301369863,0.0684931506849315,Data / AI Engineering
2,3,3,3,4,3,2,1,5,3,4,3,2,1,3,1,1,3,3,4,3,5,3,4,2,6,23,11,12,10,9,0.08450704225352113,0.323943661971831,0.15492957746478872,0.16901408450704225,0.14084507042253522,0.1267605633802817,Data / AI Engineering
3,3,3,5,5,3,1,3,5,3,4,5,3,2,1,4,2,3,3,3,3,3,2,4,2,6,24,12,14,13,9,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.1794871794871795,0.16666666666666666,0.11538461538461539,Data / AI Engineering
1,3,3,3,4,3,4,2,4,3,3,1,4,3,2,3,2,2,1,4,4,5,2,2,2,11,22,10,10,6,11,0.15714285714285714,0.3142857142857143,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.15714285714285714,Data / AI Engineering
3,2,4,2,3,1,1,2,3,2,4,5,3,1,2,2,2,2,3,3,5,3,3,2,4,7,20,10,12,11,7,0.1044776119402985,0.29850746268656714,0.14925373134328357,0.1791044776119403,0.16417910447761194,0.1044776119402985,Data / AI Engineering
2,1,3,3,3,1,4,4,1,2,2,2,2,1,3,3,4,3,1,3,4,1,4,3,5,9,19,12,13,6,6,0.13846153846153847,0.2923076923076923,0.18461538461538463,0.2,0.09230769230769231,0.09230769230769231,Data / AI Engineering
3,1,3,5,2,3,3,1,5,2,4,3,4,3,3,2,4,3,4,2,4,3,4,3,3,10,22,12,15,9,9,0.12987012987012986,0.2857142857142857,0.15584415584415584,0.19480519480519481,0.11688311688311688,0.11688311688311688,Data / AI Engineering
2,4,5,4,4,2,2,3,1,5,3,5,1,4,5,2,4,3,3,3,4,2,1,1,2,10,20,15,12,12,6,0.13333333333333333,0.26666666666666666,0.2,0.16,0.16,0.08,Data / AI Engineering
3,3,2,4,3,4,3,4,3,5,2,5,3,2,4,3,4,4,4,2,4,3,4,1,3,9,27,12,13,12,9,0.10975609756097561,0.32926829268292684,0.14634146341463414,0.15853658536585366,0.14634146341463414,0.10975609756097561,Data / AI Engineering
2,5,4,3,4,2,5,5,3,5,2,3,3,3,3,4,3,2,4,4,3,4,2,3,2,11,28,15,9,11,9,0.13253012048192772,0.3373493975903614,0.18072289156626506,0.10843373493975904,0.13253012048192772,0.10843373493975904,Data / AI Engineering
3,3,2,2,3,4,3,3,5,2,3,3,3,4,4,3,5,4,3,4,3,4,5,3,3,10,30,12,12,9,11,0.11904761904761904,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.10714285714285714,0.13095238095238096,Data / AI Engineering
3,4,1,1,4,1,3,4,2,2,3,1,4,4,4,4,4,5,4,3,3,3,5,2,2,10,29,9,11,9,8,0.13157894736842105,0.3815789473684211,0.11842105263157894,0.14473684210526316,0.11842105263157894,0.10526315789473684,Civil Engineering
4,4,3,4,4,5,4,4,5,4,3,4,3,5,2,3,2,4,4,4,4,1,3,3,5,13,26,12,16,12,12,0.14285714285714285,0.2857142857142857,0.13186813186813187,0.17582417582417584,0.13186813186813187,0.13186813186813187,Civil Engineering
2,2,2,3,4,5,3,4,3,3,4,3,1,3,3,4,3,4,2,3,4,2,3,3,3,10,23,11,14,9,9,0.13157894736842105,0.3026315789473684,0.14473684210526316,0.18421052631578946,0.11842105263157894,0.11842105263157894,Data / AI Engineering
2,3,2,3,2,4,5,2,4,2,4,2,3,3,3,2,4,2,4,3,4,3,2,3,5,12,21,11,14,8,10,0.15789473684210525,0.27631578947368424,0.14473684210526316,0.18421052631578946,0.10526315789473684,0.13157894736842105,Data / AI Engineering
2,4,4,3,2,1,2,5,3,2,3,4,2,3,4,3,3,4,4,4,3,3,3,2,4,8,27,11,14,10,7,0.1038961038961039,0.35064935064935066,0.14285714285714285,0.18181818181818182,0.12987012987012986,0.09090909090909091,Data / AI Engineering
5,2,2,3,4,3,3,2,3,1,4,4,2,1,5,2,4,4,3,3,2,3,3,2,4,6,25,9,15,11,8,0.08108108108108109,0.33783783783783783,0.12162162162162163,0.20270270270270271,0.14864864864864866,0.10810810810810811,Civil Engineering
4,4,4,5,4,4,3,3,5,3,2,3,4,3,5,5,2,2,4,1,3,2,4,3,3,9,32,12,12,11,9,0.10588235294117647,0.3764705882352941,0.1411764705882353,0.1411764705882353,0.12941176470588237,0.10588235294117647,Design & UI/UX Engineering
4,3,5,5,2,5,3,4,4,2,4,3,3,2,3,3,3,2,3,4,4,4,4,5,4,9,29,15,15,8,12,0.10227272727272728,0.32954545454545453,0.17045454545454544,0.17045454545454544,0.09090909090909091,0.13636363636363635,Data / AI Engineering
3,2,3,5,2,3,3,3,1,3,5,2,3,2,3,3,2,5,5,2,3,4,4,1,5,8,23,9,20,9,8,0.1038961038961039,0.2987012987012987,0.11688311688311688,0.2597402597402597,0.11688311688311688,0.1038961038961039,Civil Engineering
4,4,1,3,3,3,4,3,3,3,4,4,3,3,4,4,3,4,4,3,3,5,4,2,3,10,31,9,14,11,9,0.11904761904761904,0.36904761904761907,0.10714285714285714,0.16666666666666666,0.13095238095238096,0.10714285714285714,Data / AI Engineering
3,4,3,2,3,3,4,4,4,2,2,2,4,5,3,3,4,4,3,2,5,2,2,3,2,14,25,12,10,8,9,0.1794871794871795,0.32051282051282054,0.15384615384615385,0.1282051282051282,0.10256410256410256,0.11538461538461539,Data / AI Engineering
3,2,4,4,1,4,3,4,3,3,2,4,2,4,4,2,5,2,3,3,5,3,3,4,3,12,24,16,11,8,9,0.15,0.3,0.2,0.1375,0.1,0.1125,Data / AI Engineering
2,2,4,4,3,4,2,3,3,4,3,4,3,3,3,2,4,3,3,3,3,3,4,3,2,8,22,15,12,10,10,0.1038961038961039,0.2857142857142857,0.19480519480519481,0.15584415584415584,0.12987012987012986,0.12987012987012986,Data / AI Engineering
5,2,2,5,1,3,5,1,1,2,5,4,2,4,4,5,2,2,2,3,3,3,4,4,1,12,25,10,13,7,8,0.16,0.3333333333333333,0.13333333333333333,0.17333333333333334,0.09333333333333334,0.10666666666666667,Data / AI Engineering
5,4,3,4,3,5,2,4,4,3,4,3,2,4,1,2,3,1,2,2,4,4,3,4,2,10,27,13,11,8,9,0.1282051282051282,0.34615384615384615,0.16666666666666666,0.14102564102564102,0.10256410256410256,0.11538461538461539,Data / AI Engineering
3,2,4,4,4,4,2,3,5,4,3,3,1,3,3,2,3,4,3,3,2,2,4,4,2,7,24,15,13,10,8,0.09090909090909091,0.3116883116883117,0.19480519480519481,0.16883116883116883,0.12987012987012986,0.1038961038961039,Data / AI Engineering
4,2,5,4,3,2,1,2,2,4,3,2,3,4,4,1,4,2,4,4,2,2,3,2,3,7,20,15,12,9,9,0.09722222222222222,0.2777777777777778,0.20833333333333334,0.16666666666666666,0.125,0.125,Data / AI Engineering
3,4,2,2,3,2,2,4,2,3,3,3,3,4,2,1,2,3,4,2,3,3,3,1,1,9,22,8,9,10,7,0.13846153846153847,0.3384615384615385,0.12307692307692308,0.13846153846153847,0.15384615384615385,0.1076923076923077,Electronics & Communication Engineering
4,4,2,3,3,5,1,2,3,4,5,3,1,3,4,3,2,4,4,3,3,4,4,4,3,7,28,12,15,10,9,0.08641975308641975,0.345679012345679,0.14814814814814814,0.18518518518518517,0.12345679012345678,0.1111111111111111,Data / AI Engineering
5,3,3,2,4,3,4,4,3,4,5,4,2,3,4,3,5,3,1,3,3,4,4,4,4,10,30,16,14,9,8,0.11494252873563218,0.3448275862068966,0.1839080459770115,0.16091954022988506,0.10344827586206896,0.09195402298850575,Data / AI Engineering
3,3,4,3,2,4,3,5,4,3,4,2,4,2,2,3,2,2,3,3,3,1,2,4,4,8,23,13,13,7,11,0.10666666666666667,0.30666666666666664,0.17333333333333334,0.17333333333333334,0.09333333333333334,0.14666666666666667,Data / AI Engineering
4,5,3,4,3,2,3,5,5,4,3,4,3,4,4,5,4,3,3,4,3,3,5,3,3,10,36,14,13,10,9,0.10869565217391304,0.391304347826087,0.15217391304347827,0.14130434782608695,0.10869565217391304,0.09782608695652174,Data / AI Engineering
4,2,2,3,3,3,3,3,1,5,3,5,3,2,3,3,2,4,4,1,4,2,5,1,5,9,23,10,15,12,7,0.11842105263157894,0.3026315789473684,0.13157894736842105,0.19736842105263158,0.15789473684210525,0.09210526315789473,Civil Engineering
2,3,4,4,3,1,2,3,2,3,5,4,2,5,4,3,4,5,2,3,1,3,3,5,3,8,23,16,17,9,6,0.10126582278481013,0.2911392405063291,0.20253164556962025,0.21518987341772153,0.11392405063291139,0.0759493670886076,Civil Engineering
2,4,4,2,3,1,3,4,3,2,3,3,2,3,4,3,5,2,2,2,5,4,3,4,3,11,27,15,10,8,5,0.14473684210526316,0.35526315789473684,0.19736842105263158,0.13157894736842105,0.10526315789473684,0.06578947368421052,Data / AI Engineering
4,4,2,3,2,5,2,1,4,1,4,2,4,1,3,3,2,3,3,4,3,3,4,3,4,6,26,8,14,7,13,0.08108108108108109,0.35135135135135137,0.10810810810810811,0.1891891891891892,0.0945945945945946,0.17567567567567569,Data / AI Engineering
4,3,2,2,2,3,4,4,3,3,3,2,2,3,2,3,2,3,3,4,3,4,4,2,2,10,27,9,10,7,9,0.1388888888888889,0.375,0.125,0.1388888888888889,0.09722222222222222,0.125,Data / AI Engineering
4,3,1,3,3,2,3,3,4,3,5,4,4,3,1,3,4,4,5,4,4,4,3,1,4,10,25,9,16,12,10,0.12195121951219512,0.3048780487804878,0.10975609756097561,0.1951219512195122,0.14634146341463414,0.12195121951219512,Data / AI Engineering
4,2,3,3,5,5,2,3,2,4,4,4,3,5,2,1,3,3,5,2,2,2,4,2,4,9,20,12,14,14,10,0.11392405063291139,0.25316455696202533,0.1518987341772152,0.17721518987341772,0.17721518987341772,0.12658227848101267,Data / AI Engineering
5,3,3,3,1,1,3,4,5,3,4,2,3,5,2,4,5,3,5,2,3,4,2,2,2,11,29,13,12,8,6,0.13924050632911392,0.3670886075949367,0.16455696202531644,0.1518987341772152,0.10126582278481013,0.0759493670886076,Data / AI Engineering
5,5,3,4,3,5,3,4,4,4,3,4,2,2,5,4,3,4,2,3,4,5,5,3,4,9,37,13,15,9,10,0.0967741935483871,0.3978494623655914,0.13978494623655913,0.16129032258064516,0.0967741935483871,0.10752688172043011,Civil Engineering
2,2,1,5,2,3,3,4,3,2,3,2,2,2,2,3,1,2,3,2,5,5,2,4,4,10,23,8,14,7,7,0.14492753623188406,0.3333333333333333,0.11594202898550725,0.2028985507246377,0.10144927536231885,0.10144927536231885,Data / AI Engineering
4,3,3,3,3,3,2,5,4,3,2,4,1,2,4,3,2,5,2,5,3,4,4,5,2,7,31,13,12,9,9,0.08641975308641975,0.38271604938271603,0.16049382716049382,0.14814814814814814,0.1111111111111111,0.1111111111111111,Design & UI/UX Engineering
2,2,3,1,3,5,3,3,2,4,2,5,2,3,3,4,4,2,2,3,3,1,2,3,2,9,19,14,7,10,10,0.13043478260869565,0.2753623188405797,0.2028985507246377,0.10144927536231885,0.14492753623188406,0.14492753623188406,Data / AI Engineering
2,4,2,3,3,3,3,2,3,3,2,3,5,2,3,4,5,2,4,2,2,2,2,3,2,7,22,13,9,10,10,0.09859154929577464,0.30985915492957744,0.18309859154929578,0.1267605633802817,0.14084507042253522,0.14084507042253522,Data / AI Engineering
4,3,3,3,3,3,3,3,2,2,1,4,2,5,1,2,2,5,5,3,4,2,3,2,1,12,20,9,10,12,8,0.16901408450704225,0.28169014084507044,0.1267605633802817,0.14084507042253522,0.16901408450704225,0.11267605633802817,Data / AI Engineering
3,4,2,3,2,2,4,3,4,4,3,5,3,3,3,4,4,4,4,1,4,3,4,3,4,11,28,13,14,11,6,0.13253012048192772,0.3373493975903614,0.1566265060240964,0.1686746987951807,0.13253012048192772,0.07228915662650602,Data / AI Engineering
3,5,2,2,2,1,3,5,5,3,4,3,3,3,4,4,2,3,3,4,2,4,5,4,4,8,35,11,13,8,8,0.0963855421686747,0.42168674698795183,0.13253012048192772,0.1566265060240964,0.0963855421686747,0.0963855421686747,Data / AI Engineering
3,3,5,5,1,2,4,3,2,3,2,2,5,3,3,4,5,4,4,2,3,4,2,4,3,10,24,17,14,7,9,0.12345679012345678,0.2962962962962963,0.20987654320987653,0.1728395061728395,0.08641975308641975,0.1111111111111111,Data / AI Engineering
4,1,4,3,4,5,5,4,4,4,3,3,5,4,3,3,3,2,4,4,5,5,2,3,4,14,26,14,12,11,14,0.15384615384615385,0.2857142857142857,0.15384615384615385,0.13186813186813187,0.12087912087912088,0.15384615384615385,Mechanical Engineering
4,4,2,2,3,2,2,4,3,5,4,1,2,1,3,5,3,3,1,4,2,4,4,2,2,5,31,12,11,5,8,0.06944444444444445,0.4305555555555556,0.16666666666666666,0.1527777777777778,0.06944444444444445,0.1111111111111111,Data / AI Engineering
4,3,4,3,4,1,3,3,5,4,5,4,2,3,3,2,3,3,5,1,4,2,2,4,4,10,24,15,15,13,4,0.12345679012345678,0.2962962962962963,0.18518518518518517,0.18518518518518517,0.16049382716049382,0.04938271604938271,Data / AI Engineering
4,4,5,4,3,3,5,2,2,3,1,3,1,4,5,3,5,2,4,4,3,5,3,2,2,12,28,15,9,10,8,0.14634146341463414,0.34146341463414637,0.18292682926829268,0.10975609756097561,0.12195121951219512,0.0975609756097561,Data / AI Engineering
3,3,3,3,4,4,1,3,1,3,2,3,5,2,4,3,5,3,2,2,3,2,3,3,4,6,22,14,12,9,11,0.08108108108108109,0.2972972972972973,0.1891891891891892,0.16216216216216217,0.12162162162162163,0.14864864864864866,Data / AI Engineering
1,3,4,3,4,4,3,4,3,3,4,2,4,2,4,1,3,3,1,4,3,4,1,4,2,8,21,14,12,7,12,0.10810810810810811,0.28378378378378377,0.1891891891891892,0.16216216216216217,0.0945945945945946,0.16216216216216217,Data / AI Engineering
4,4,3,1,3,1,4,2,2,4,3,3,4,2,2,3,5,3,4,3,3,3,3,4,4,9,23,16,11,10,8,0.11688311688311688,0.2987012987012987,0.2077922077922078,0.14285714285714285,0.12987012987012986,0.1038961038961039,Design & UI/UX Engineering
3,4,2,4,2,3,3,4,2,3,5,1,2,3,5,3,3,4,4,4,3,3,3,5,3,9,27,13,16,7,9,0.1111111111111111,0.3333333333333333,0.16049382716049382,0.19753086419753085,0.08641975308641975,0.1111111111111111,Data / AI Engineering
4,4,4,2,1,4,3,5,3,4,5,3,2,3,4,4,2,5,2,1,4,2,4,3,3,10,30,13,15,6,7,0.12345679012345678,0.37037037037037035,0.16049382716049382,0.18518518518518517,0.07407407407407407,0.08641975308641975,Data / AI Engineering
2,3,3,3,5,2,5,3,4,2,4,4,3,2,2,4,3,2,3,4,2,3,3,1,2,9,24,9,11,12,9,0.12162162162162163,0.32432432432432434,0.12162162162162163,0.14864864864864866,0.16216216216216217,0.12162162162162163,Data / AI Engineering
3,2,5,4,4,5,3,4,2,5,5,3,3,4,3,2,5,3,3,2,1,3,4,4,4,8,23,19,16,10,10,0.09302325581395349,0.26744186046511625,0.22093023255813954,0.18604651162790697,0.11627906976744186,0.11627906976744186,Data / AI Engineering
2,2,3,4,4,2,4,5,3,4,3,4,4,4,3,1,2,3,2,3,3,1,2,2,5,11,19,11,15,10,9,0.14666666666666667,0.25333333333333335,0.14666666666666667,0.2,0.13333333333333333,0.12,Data / AI Engineering
2,2,3,3,4,1,4,4,2,2,3,3,3,1,2,5,2,3,4,1,4,3,3,3,3,9,23,10,12,11,5,0.12857142857142856,0.32857142857142857,0.14285714285714285,0.17142857142857143,0.15714285714285714,0.07142857142857142,Data / AI Engineering
4,4,3,2,4,5,4,5,4,3,3,4,1,3,4,2,3,4,3,3,2,2,2,2,4,9,27,11,13,11,9,0.1125,0.3375,0.1375,0.1625,0.1375,0.1125,Data / AI Engineering
3,4,2,4,4,4,3,4,3,5,2,4,4,2,5,5,5,5,2,2,3,4,4,1,3,8,32,13,14,10,10,0.09195402298850575,0.367816091954023,0.14942528735632185,0.16091954022988506,0.11494252873563218,0.11494252873563218,Civil Engineering
5,4,4,4,3,4,3,4,3,3,3,3,3,3,5,5,3,2,3,3,1,5,4,3,1,7,35,13,10,9,10,0.08333333333333333,0.4166666666666667,0.15476190476190477,0.11904761904761904,0.10714285714285714,0.11904761904761904,Design & UI/UX Engineering
2,4,5,3,2,5,3,4,1,5,4,3,3,3,5,1,5,2,3,3,3,3,2,5,1,9,22,20,10,8,11,0.1125,0.275,0.25,0.125,0.1,0.1375,Data / AI Engineering
4,3,2,3,3,3,2,4,2,3,3,3,3,1,4,1,5,3,5,1,5,3,5,4,3,8,26,14,12,11,7,0.10256410256410256,0.3333333333333333,0.1794871794871795,0.15384615384615385,0.14102564102564102,0.08974358974358974,Data / AI Engineering
3,3,2,4,2,2,3,4,1,2,2,3,2,3,5,2,3,3,3,4,5,3,2,4,3,11,23,11,12,8,8,0.1506849315068493,0.3150684931506849,0.1506849315068493,0.1643835616438356,0.1095890410958904,0.1095890410958904,Data / AI Engineering
5,1,3,5,4,3,3,2,3,3,2,5,3,3,5,3,2,2,4,2,2,2,5,1,3,8,26,9,12,13,8,0.10526315789473684,0.34210526315789475,0.11842105263157894,0.15789473684210525,0.17105263157894737,0.10526315789473684,Data / AI Engineering
5,4,4,3,2,1,3,3,3,3,5,5,3,3,3,4,3,3,1,4,4,3,4,3,3,10,29,13,14,8,8,0.12195121951219512,0.35365853658536583,0.15853658536585366,0.17073170731707318,0.0975609756097561,0.0975609756097561,Data / AI Engineering
5,4,3,2,1,4,4,3,3,2,2,3,1,3,3,4,3,4,4,4,4,3,2,4,5,11,27,12,13,8,9,0.1375,0.3375,0.15,0.1625,0.1,0.1125,Data / AI Engineering
3,5,1,2,4,4,4,3,2,4,1,2,5,4,3,1,3,2,2,4,2,3,2,4,2,10,22,12,7,8,13,0.1388888888888889,0.3055555555555556,0.16666666666666666,0.09722222222222222,0.1111111111111111,0.18055555555555555,Data / AI Engineering
2,1,3,2,2,5,4,3,4,4,2,2,5,3,3,2,4,2,3,5,2,1,2,4,3,9,18,15,9,7,15,0.1232876712328767,0.2465753424657534,0.2054794520547945,0.1232876712328767,0.0958904109589041,0.2054794520547945,Data / AI Engineering
3,2,3,2,4,2,4,2,3,3,4,1,2,2,5,4,3,4,3,3,2,2,2,2,5,8,23,11,15,8,7,0.1111111111111111,0.3194444444444444,0.1527777777777778,0.20833333333333334,0.1111111111111111,0.09722222222222222,Data / AI Engineering
5,5,3,1,3,4,2,5,5,5,3,2,3,4,3,2,2,3,3,4,2,3,5,2,2,8,33,12,9,8,11,0.09876543209876543,0.4074074074074074,0.14814814814814814,0.1111111111111111,0.09876543209876543,0.13580246913580246,Data / AI Engineering
4,3,3,3,5,3,5,1,4,2,4,4,2,4,4,4,2,3,4,3,4,1,3,3,2,13,24,10,12,13,8,0.1625,0.3,0.125,0.15,0.1625,0.1,Data / AI Engineering
2,3,1,2,3,4,2,3,5,4,4,2,4,3,3,3,2,4,4,4,4,4,2,3,4,9,25,10,14,9,12,0.11392405063291139,0.31645569620253167,0.12658227848101267,0.17721518987341772,0.11392405063291139,0.1518987341772152,Data / AI Engineering
5,3,2,4,1,3,5,4,3,2,3,2,3,3,5,5,2,4,3,2,3,5,4,3,5,11,34,9,16,6,8,0.13095238095238096,0.40476190476190477,0.10714285714285714,0.19047619047619047,0.07142857142857142,0.09523809523809523,Data / AI Engineering
2,2,1,2,3,5,4,3,3,3,1,5,4,4,4,4,3,2,4,3,3,4,3,4,4,11,25,11,9,12,12,0.1375,0.3125,0.1375,0.1125,0.15,0.15,Data / AI Engineering
3,3,5,2,3,3,2,5,2,3,4,4,2,4,4,3,5,1,4,4,4,3,5,4,4,10,28,17,11,11,9,0.11627906976744186,0.32558139534883723,0.19767441860465115,0.12790697674418605,0.12790697674418605,0.10465116279069768,Data / AI Engineering
4,4,2,3,3,3,4,3,2,3,3,4,2,3,4,3,2,2,4,3,4,2,3,3,1,11,25,10,9,11,8,0.14864864864864866,0.33783783783783783,0.13513513513513514,0.12162162162162163,0.14864864864864866,0.10810810810810811,Data / AI Engineering
3,3,2,3,3,3,3,5,5,1,4,3,3,3,4,4,2,2,3,3,4,5,4,3,4,10,33,8,13,9,9,0.12195121951219512,0.4024390243902439,0.0975609756097561,0.15853658536585366,0.10975609756097561,0.10975609756097561,Data / AI Engineering
4,3,3,3,3,3,4,4,3,3,2,5,3,2,3,3,3,4,4,5,4,2,3,2,3,10,25,11,12,12,11,0.12345679012345678,0.30864197530864196,0.13580246913580246,0.14814814814814814,0.14814814814814814,0.13580246913580246,Data / AI Engineering
5,3,3,1,2,2,3,2,1,4,1,3,2,3,3,2,4,4,2,4,5,5,5,2,5,11,26,13,11,7,8,0.14473684210526316,0.34210526315789475,0.17105263157894737,0.14473684210526316,0.09210526315789473,0.10526315789473684,Design & UI/UX Engineering
3,2,3,2,2,4,4,4,3,3,3,4,1,4,3,3,4,2,2,1,4,4,3,2,2,12,25,12,9,8,6,0.16666666666666666,0.3472222222222222,0.16666666666666666,0.125,0.1111111111111111,0.08333333333333333,Data / AI Engineering
2,2,3,3,4,3,3,3,4,4,4,4,3,4,2,3,3,4,2,3,4,4,2,4,4,11,22,14,15,10,9,0.13580246913580246,0.2716049382716049,0.1728395061728395,0.18518518518518517,0.12345679012345678,0.1111111111111111,Civil Engineering
4,3,3,3,2,4,4,4,5,3,4,1,5,4,4,2,3,2,3,3,2,5,5,4,3,10,32,13,12,6,12,0.11764705882352941,0.3764705882352941,0.15294117647058825,0.1411764705882353,0.07058823529411765,0.1411764705882353,Data / AI Engineering
2,4,3,2,4,5,3,5,3,3,2,5,3,4,2,3,4,3,3,5,5,4,2,2,3,12,25,12,10,12,13,0.14285714285714285,0.2976190476190476,0.14285714285714285,0.11904761904761904,0.14285714285714285,0.15476190476190477,Data / AI Engineering
3,2,5,3,1,4,2,3,5,4,2,3,3,3,4,4,4,5,4,2,5,4,2,5,5,10,27,18,15,8,9,0.11494252873563218,0.3103448275862069,0.20689655172413793,0.1724137931034483,0.09195402298850575,0.10344827586206896,Data / AI Engineering
3,2,3,4,4,4,3,4,3,4,3,3,4,3,3,4,2,2,5,5,1,2,1,2,1,7,22,11,10,12,13,0.09333333333333334,0.29333333333333333,0.14666666666666667,0.13333333333333333,0.16,0.17333333333333334,Software Engineering
3,3,3,3,3,3,5,4,4,3,5,1,4,3,5,3,3,3,4,4,4,2,2,2,4,12,26,11,15,8,11,0.14457831325301204,0.3132530120481928,0.13253012048192772,0.18072289156626506,0.0963855421686747,0.13253012048192772,Data / AI Engineering
2,2,3,4,2,4,2,3,3,2,3,3,3,4,2,3,4,4,3,4,4,4,2,2,1,10,21,11,12,8,11,0.136986301369863,0.2876712328767123,0.1506849315068493,0.1643835616438356,0.1095890410958904,0.1506849315068493,Data / AI Engineering
3,3,4,3,4,3,4,2,4,2,3,1,4,3,2,2,4,3,3,4,5,4,4,3,3,12,24,13,12,8,11,0.15,0.3,0.1625,0.15,0.1,0.1375,Data / AI Engineering
2,3,3,1,2,1,3,3,5,3,2,1,1,2,3,4,2,3,3,3,4,3,4,3,3,9,27,11,9,6,5,0.13432835820895522,0.40298507462686567,0.16417910447761194,0.13432835820895522,0.08955223880597014,0.07462686567164178,Data / AI Engineering
4,4,2,3,3,3,4,3,5,1,3,2,4,3,3,2,2,2,3,4,4,4,5,3,2,11,30,8,10,8,11,0.14102564102564102,0.38461538461538464,0.10256410256410256,0.1282051282051282,0.10256410256410256,0.14102564102564102,Mechanical Engineering
3,2,2,5,4,3,4,2,3,2,3,4,4,4,1,5,5,4,2,3,4,4,3,2,3,12,23,11,15,10,10,0.14814814814814814,0.2839506172839506,0.13580246913580246,0.18518518518518517,0.12345679012345678,0.12345679012345678,Data / AI Engineering
5,5,5,4,3,1,3,4,4,3,2,5,4,4,5,4,3,3,3,3,4,4,5,5,3,11,36,16,12,11,8,0.11702127659574468,0.3829787234042553,0.1702127659574468,0.1276595744680851,0.11702127659574468,0.0851063829787234,Data / AI Engineering
1,4,2,2,4,3,4,1,2,3,4,5,2,2,2,3,4,3,3,2,1,4,4,3,4,7,21,12,13,12,7,0.09722222222222222,0.2916666666666667,0.16666666666666666,0.18055555555555555,0.16666666666666666,0.09722222222222222,Data / AI Engineering
3,3,5,4,4,3,1,1,2,4,5,4,2,5,2,3,3,4,4,2,2,3,3,5,5,8,20,17,18,12,7,0.0975609756097561,0.24390243902439024,0.2073170731707317,0.21951219512195122,0.14634146341463414,0.08536585365853659,Civil Engineering
3,3,2,2,3,4,4,3,3,4,2,5,3,3,1,3,5,2,2,4,2,4,2,4,2,9,22,15,8,10,11,0.12,0.29333333333333333,0.2,0.10666666666666667,0.13333333333333333,0.14666666666666667,Design & UI/UX Engineering
1,5,4,2,4,4,4,4,1,2,4,3,3,2,1,3,5,4,5,5,4,5,3,3,4,10,23,14,14,12,12,0.11764705882352941,0.27058823529411763,0.16470588235294117,0.16470588235294117,0.1411764705882353,0.1411764705882353,Data / AI Engineering
4,3,2,4,4,4,2,5,2,3,3,5,3,2,4,4,3,5,2,3,1,2,5,5,4,5,29,13,16,11,10,0.05952380952380952,0.34523809523809523,0.15476190476190477,0.19047619047619047,0.13095238095238096,0.11904761904761904,Data / AI Engineering
5,3,3,3,4,3,4,3,4,4,3,3,2,3,3,3,3,5,3,1,3,3,3,4,4,10,27,14,15,10,6,0.12195121951219512,0.32926829268292684,0.17073170731707318,0.18292682926829268,0.12195121951219512,0.07317073170731707,Data / AI Engineering
